Job Title,Employment Type,Experience Level,Expertise Level,Salary,Salary Currency,Company Location,Company Size,Year
Analytics Engineer,Full-Time,Senior,Expert,113100,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,130000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,85000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Executive,Director,250000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Executive,Director,200000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,123000,United States Dollar,United States,Medium,2023
Research Scientist,Full-Time,Senior,Expert,168400,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,136505,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,100895,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,275300,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,183500,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,168400,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,105200,United States Dollar,United States,Medium,2023
Data Architect,Full-Time,Mid,Intermediate,240000,United States Dollar,United States,Medium,2023
Data Manager,Full-Time,Mid,Intermediate,130000,United States Dollar,United States,Medium,2023
Data Manager,Full-Time,Mid,Intermediate,120000,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,93000,United States Dollar,United States,Large,2023
Data Analyst,Full-Time,Senior,Expert,177000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,190000,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,237400,United States Dollar,United Kingdom,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,132870,United States Dollar,United Kingdom,Medium,2023
Data Engineer,Full-Time,Senior,Expert,105000,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,317070,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,170730,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,Intermediate,170000,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,Intermediate,125000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,158700,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,123906,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,166000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,128000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,75000,Euro,Spain,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,62000,Euro,Spain,Medium,2023
Data Engineer,Full-Time,Executive,Director,333500,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Executive,Director,180500,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,242921,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,170045,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,62000,British Pound Sterling,United Kingdom,Medium,2023
Data Engineer,Full-Time,Executive,Director,257400,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Executive,Director,210600,United States Dollar,United States,Medium,2023
Data Operations Specialist,Full-Time,Mid,Intermediate,65000,United States Dollar,United States,Medium,2023
Data Operations Specialist,Full-Time,Mid,Intermediate,50000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,293000,United States Dollar,United States,Medium,2023
Director of Data Science,Full-Time,Executive,Director,260000,United States Dollar,United States,Medium,2023
Director of Data Science,Full-Time,Executive,Director,192000,United States Dollar,United States,Medium,2023
Machine Learning Scientist,Full-Time,Mid,Intermediate,170000,United States Dollar,United States,Medium,2023
Machine Learning Scientist,Full-Time,Mid,Intermediate,125000,United States Dollar,United States,Medium,2023
Business Intelligence Data Analyst,Full-Time,Entry,Junior,99000,United States Dollar,United States,Large,2023
Data Analyst,Full-Time,Senior,Expert,100000,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,233000,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,166000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,185100,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,127600,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,105000,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Executive,Director,160000,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Executive,Director,55000,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,241000,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,163000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,120000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,118000,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,311000,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,162540,United States Dollar,United States,Medium,2023
Insight Analyst,Full-Time,Mid,Intermediate,42000,British Pound Sterling,United Kingdom,Medium,2023
Insight Analyst,Full-Time,Mid,Intermediate,35000,British Pound Sterling,United Kingdom,Medium,2023
Data Scientist,Full-Time,Executive,Director,258750,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Executive,Director,225000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Executive,Director,145000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,190000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,165000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,153600,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,106800,United States Dollar,United States,Medium,2023
ETL Developer,Full-Time,Senior,Expert,182850,United States Dollar,United States,Medium,2023
ETL Developer,Full-Time,Senior,Expert,113000,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,95000,United States Dollar,United States,Medium,2023
Data Architect,Full-Time,Senior,Expert,85000,British Pound Sterling,United Kingdom,Medium,2023
Data Architect,Full-Time,Senior,Expert,75000,British Pound Sterling,United Kingdom,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,126000,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,86400,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,232760,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,169280,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,162500,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,130000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,240350,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,174800,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,154000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,116000,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,153600,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,107500,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,94100,United States Dollar,United Kingdom,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,72400,United States Dollar,United Kingdom,Medium,2023
ML Engineer,Full-Time,Senior,Expert,178000,United States Dollar,United States,Medium,2023
ML Engineer,Full-Time,Senior,Expert,152000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,233200,United States Dollar,United States,Medium,2023
NLP Engineer,Full-Time,Senior,Expert,210000,United States Dollar,United States,Medium,2023
NLP Engineer,Full-Time,Senior,Expert,160000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,145000,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,206000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,146100,United States Dollar,United Kingdom,Medium,2023
Data Engineer,Full-Time,Senior,Expert,112400,United States Dollar,United Kingdom,Medium,2023
Data Specialist,Full-Time,Mid,Intermediate,110000,United States Dollar,United States,Medium,2023
Data Specialist,Full-Time,Mid,Intermediate,70000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,150120,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,120096,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,253000,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,168000,United States Dollar,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,178600,United States Dollar,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,142880,United States Dollar,United States,Medium,2023
Data Science Manager,Full-Time,Senior,Expert,255000,United States Dollar,United States,Medium,2023
Data Science Manager,Full-Time,Senior,Expert,169000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,155000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,100000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,151410,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,144200,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Entry,Junior,151410,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Entry,Junior,115360,United States Dollar,United States,Medium,2023
Analytics Engineer,Full-Time,Mid,Intermediate,193170,United States Dollar,United States,Medium,2023
Analytics Engineer,Full-Time,Mid,Intermediate,116480,United States Dollar,United States,Medium,2023
Director of Data Science,Full-Time,Executive,Director,200000,British Pound Sterling,United Kingdom,Medium,2023
Director of Data Science,Full-Time,Executive,Director,165000,British Pound Sterling,United Kingdom,Medium,2023
Head of Data,Full-Time,Executive,Director,110000,British Pound Sterling,United Kingdom,Medium,2023
Head of Data,Full-Time,Executive,Director,90000,British Pound Sterling,United Kingdom,Medium,2023
Head of Data,Full-Time,Executive,Director,329500,United States Dollar,United States,Medium,2023
Head of Data,Full-Time,Executive,Director,269600,United States Dollar,United States,Medium,2023
Data Architect,Full-Time,Senior,Expert,250500,United States Dollar,United States,Medium,2023
Data Architect,Full-Time,Senior,Expert,159500,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Entry,Junior,115000,United States Dollar,United States,Medium,2023
Research Scientist,Full-Time,Senior,Expert,198800,United States Dollar,United States,Medium,2023
Research Scientist,Full-Time,Senior,Expert,105200,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Entry,Junior,94035,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Entry,Junior,57920,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,113600,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,60000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,256000,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,116000,United States Dollar,United States,Medium,2023
Computer Vision Engineer,Full-Time,Senior,Expert,245000,United States Dollar,United Kingdom,Medium,2023
Computer Vision Engineer,Full-Time,Senior,Expert,210000,United States Dollar,United Kingdom,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,283200,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,188800,United States Dollar,United States,Medium,2023
Business Data Analyst,Freelance,Mid,Intermediate,36000,United States Dollar,Ghana,Small,2023
NLP Engineer,Full-Time,Mid,Intermediate,2700000,Indian Rupee,India,Medium,2023
Research Scientist,Full-Time,Senior,Expert,205640,United States Dollar,United States,Medium,2023
Research Scientist,Full-Time,Senior,Expert,142600,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,193200,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,156400,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,196000,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,121000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,72000,United States Dollar,Argentina,Medium,2023
Data Engineer,Full-Time,Senior,Expert,48000,United States Dollar,Argentina,Medium,2023
Data Engineer,Full-Time,Senior,Expert,132300,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,244000,United States Dollar,Canada,Medium,2023
Data Scientist,Full-Time,Senior,Expert,197000,United States Dollar,Canada,Medium,2023
Data Science Manager,Full-Time,Senior,Expert,328000,United States Dollar,United States,Medium,2023
Data Science Manager,Full-Time,Senior,Expert,211000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,237000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,201450,United States Dollar,United States,Medium,2023
ML Engineer,Full-Time,Senior,Expert,229000,United States Dollar,United States,Medium,2023
ML Engineer,Full-Time,Senior,Expert,206000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,231000,United States Dollar,United States,Medium,2023
ML Engineer,Full-Time,Senior,Expert,183750,United States Dollar,United States,Medium,2023
ML Engineer,Full-Time,Senior,Expert,165400,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,175000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,125000,United States Dollar,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,152900,United States Dollar,United Kingdom,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,117700,United States Dollar,United Kingdom,Medium,2023
Data Scientist,Full-Time,Senior,Expert,285800,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,154600,United States Dollar,United States,Medium,2023
Data Operations Engineer,Full-Time,Senior,Expert,289120,United States Dollar,United States,Medium,2023
Data Operations Engineer,Full-Time,Senior,Expert,192400,United States Dollar,United States,Medium,2023
Staff Data Analyst,Full-Time,Mid,Intermediate,179998,United States Dollar,Saudi Arabia,Small,2023
Applied Machine Learning Scientist,Full-Time,Entry,Junior,4000000,Indian Rupee,Germany,Large,2023
Data Scientist,Full-Time,Mid,Intermediate,35000,United States Dollar,India,Large,2023
Data Engineer,Full-Time,Senior,Expert,230000,United States Dollar,United States,Medium,2023
AWS Data Architect,Full-Time,Mid,Intermediate,258000,United States Dollar,United States,Large,2023
Data Scientist,Full-Time,Senior,Expert,196000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,121000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,219000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,141000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,206000,United States Dollar,United States,Medium,2023
ML Engineer,Full-Time,Mid,Intermediate,300000,United States Dollar,Australia,Medium,2023
ML Engineer,Full-Time,Mid,Intermediate,260000,United States Dollar,Australia,Medium,2023
Data Analyst,Full-Time,Senior,Expert,147000,United States Dollar,United States,Medium,2023
Data Manager,Full-Time,Mid,Intermediate,110000,United States Dollar,United States,Medium,2023
Data Manager,Full-Time,Mid,Intermediate,70000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,284310,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,153090,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,261500,United States Dollar,United States,Large,2023
Machine Learning Engineer,Full-Time,Senior,Expert,134500,United States Dollar,United States,Large,2023
Product Data Analyst,Contract,Entry,Junior,83200,United States Dollar,United States,Small,2023
Data Engineer,Full-Time,Senior,Expert,204500,United States Dollar,Germany,Medium,2023
Data Engineer,Full-Time,Senior,Expert,142200,United States Dollar,Germany,Medium,2023
Data Analyst,Full-Time,Senior,Expert,145000,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,106000,United States Dollar,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,275300,United States Dollar,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,183500,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,120000,British Pound Sterling,United Kingdom,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,100000,British Pound Sterling,United Kingdom,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,140000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,115000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,136600,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,109280,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,84000,United States Dollar,Colombia,Medium,2023
Data Analyst,Full-Time,Senior,Expert,60000,United States Dollar,Colombia,Medium,2023
Analytics Engineer,Full-Time,Mid,Intermediate,60000,British Pound Sterling,United Kingdom,Medium,2023
Analytics Engineer,Full-Time,Mid,Intermediate,50000,British Pound Sterling,United Kingdom,Medium,2023
BI Data Analyst,Full-Time,Mid,Intermediate,70000,United States Dollar,United States,Medium,2023
Machine Learning Developer,Freelance,Senior,Expert,60000,United States Dollar,Nigeria,Medium,2021
Research Engineer,Full-Time,Senior,Expert,281000,United States Dollar,United States,Medium,2023
Research Engineer,Full-Time,Senior,Expert,196000,United States Dollar,United States,Medium,2023
Data Integration Specialist,Full-Time,Entry,Junior,69500,United States Dollar,United States,Medium,2023
Data Integration Specialist,Full-Time,Entry,Junior,46400,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,281000,United States Dollar,Canada,Medium,2023
Data Scientist,Full-Time,Senior,Expert,181000,United States Dollar,Canada,Medium,2023
Data Architect,Full-Time,Senior,Expert,285000,United States Dollar,United States,Medium,2023
Data Architect,Full-Time,Senior,Expert,210000,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Entry,Junior,69525,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Entry,Junior,61800,United States Dollar,United States,Medium,2023
BI Developer,Full-Time,Senior,Expert,160000,United States Dollar,Japan,Large,2023
Data Scientist,Full-Time,Entry,Junior,40000,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,125000,United States Dollar,United States,Medium,2023
Data Visualization Analyst,Full-Time,Senior,Expert,130000,United States Dollar,United States,Medium,2023
Data Visualization Analyst,Full-Time,Senior,Expert,110000,United States Dollar,United States,Medium,2023
Research Engineer,Full-Time,Senior,Expert,225000,United States Dollar,France,Medium,2023
Research Engineer,Full-Time,Senior,Expert,168000,United States Dollar,France,Medium,2023
Data Scientist,Full-Time,Entry,Junior,130001,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Entry,Junior,71907,United States Dollar,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,144000,United States Dollar,Canada,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,80000,United States Dollar,Canada,Medium,2023
Data Architect,Full-Time,Senior,Expert,205000,United States Dollar,United States,Medium,2023
Data Architect,Full-Time,Senior,Expert,150000,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,189400,United States Dollar,United Kingdom,Medium,2023
Data Analyst,Full-Time,Senior,Expert,131685,United States Dollar,United Kingdom,Medium,2023
Head of Data,Full-Time,Executive,Director,204500,United States Dollar,United States,Medium,2023
Head of Data,Full-Time,Executive,Director,142200,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,172000,United States Dollar,United Kingdom,Medium,2023
Data Analyst,Full-Time,Senior,Expert,90000,United States Dollar,United States,Medium,2023
BI Data Analyst,Full-Time,Entry,Junior,60000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Entry,Junior,105000,Canadian Dollar,Canada,Large,2023
Data Scientist,Full-Time,Mid,Intermediate,45000,British Pound Sterling,United Kingdom,Medium,2022
Product Data Analyst,Full-Time,Senior,Expert,57000,United States Dollar,Russian Federation,Large,2023
Autonomous Vehicle Technician,Full-Time,Mid,Intermediate,120000,United States Dollar,United Kingdom,Medium,2023
Data Modeler,Full-Time,Senior,Expert,168400,United States Dollar,United States,Medium,2023
Data Modeler,Full-Time,Senior,Expert,90700,United States Dollar,United States,Medium,2023
Research Engineer,Full-Time,Senior,Expert,240000,United States Dollar,United States,Medium,2023
Research Engineer,Full-Time,Senior,Expert,157250,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,277500,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,236500,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,172800,United States Dollar,United Kingdom,Medium,2023
Data Scientist,Full-Time,Senior,Expert,110000,United States Dollar,United Kingdom,Medium,2023
Research Engineer,Full-Time,Entry,Junior,5500000,Japanese Yen,Japan,Large,2022
Sales Data Analyst,Contract,Mid,Intermediate,60000,United States Dollar,Nigeria,Medium,2020
Cloud Data Engineer,Full-Time,Entry,Junior,100000,United States Dollar,United States,Large,2023
Finance Data Analyst,Contract,Senior,Expert,300000,Euro,United States,Medium,2023
Research Scientist,Full-Time,Entry,Junior,150000,United States Dollar,United States,Medium,2023
Research Scientist,Full-Time,Entry,Junior,100000,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,62000,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,55000,United States Dollar,United States,Medium,2023
Data Analytics Manager,Full-Time,Mid,Intermediate,155000,United States Dollar,United States,Medium,2023
Data Analytics Manager,Full-Time,Mid,Intermediate,140000,United States Dollar,United States,Medium,2023
Applied Scientist,Full-Time,Mid,Intermediate,36000,United States Dollar,Nigeria,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,297300,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,198200,United States Dollar,United States,Medium,2023
Data Operations Analyst,Full-Time,Senior,Expert,144000,United States Dollar,United Kingdom,Medium,2023
Data Operations Analyst,Full-Time,Senior,Expert,77000,United States Dollar,United Kingdom,Medium,2023
Data Specialist,Full-Time,Mid,Intermediate,87500,United States Dollar,United States,Medium,2023
Data Specialist,Full-Time,Mid,Intermediate,62500,United States Dollar,United States,Medium,2023
Data Modeler,Full-Time,Mid,Intermediate,90000,British Pound Sterling,United Kingdom,Medium,2023
Data Modeler,Full-Time,Mid,Intermediate,45000,British Pound Sterling,United Kingdom,Medium,2023
Data Engineer,Full-Time,Senior,Expert,265000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,217000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,177300,United States Dollar,United Kingdom,Medium,2023
Data Scientist,Full-Time,Senior,Expert,136300,United States Dollar,United Kingdom,Medium,2023
Data Analyst,Full-Time,Senior,Expert,83000,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,208450,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,170550,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,72000,United States Dollar,Colombia,Medium,2023
Data Engineer,Full-Time,Senior,Expert,60000,United States Dollar,Colombia,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,130000,United States Dollar,United States,Medium,2023
Research Engineer,Full-Time,Entry,Junior,165000,United States Dollar,United States,Medium,2023
Research Engineer,Full-Time,Entry,Junior,145000,United States Dollar,United States,Medium,2023
Director of Data Science,Full-Time,Executive,Director,336400,United States Dollar,United States,Medium,2023
Director of Data Science,Full-Time,Executive,Director,201900,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,189750,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,131100,United States Dollar,United States,Medium,2023
Data Science Manager,Full-Time,Mid,Intermediate,270000,United States Dollar,United States,Medium,2023
Data Science Manager,Full-Time,Mid,Intermediate,95000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,117300,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,69000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,182000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,144000,United States Dollar,United States,Medium,2023
Data Science Lead,Full-Time,Mid,Intermediate,244000,United States Dollar,United States,Medium,2023
Data Science Lead,Full-Time,Mid,Intermediate,200000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,260000,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,225000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,102500,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,186600,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,116500,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,80000,United States Dollar,Argentina,Medium,2023
Data Engineer,Full-Time,Senior,Expert,60000,United States Dollar,Argentina,Medium,2023
Machine Learning Scientist,Full-Time,Senior,Expert,222000,United States Dollar,United States,Medium,2023
Machine Learning Scientist,Full-Time,Senior,Expert,138000,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,207300,United States Dollar,Canada,Medium,2023
Data Analyst,Full-Time,Senior,Expert,149200,United States Dollar,Canada,Medium,2023
Machine Learning Scientist,Full-Time,Senior,Expert,292000,United States Dollar,United States,Medium,2023
Machine Learning Scientist,Full-Time,Senior,Expert,164500,United States Dollar,United States,Medium,2023
Machine Learning Scientist,Full-Time,Senior,Expert,292200,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,163800,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,126000,United States Dollar,United States,Medium,2023
AI Scientist,Full-Time,Mid,Intermediate,120000,United States Dollar,Germany,Medium,2023
Computer Vision Engineer,Full-Time,Senior,Expert,280000,United States Dollar,United States,Medium,2023
Computer Vision Engineer,Full-Time,Senior,Expert,210000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,170000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,150000,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,Intermediate,200000,United States Dollar,United States,Medium,2023
Director of Data Science,Full-Time,Executive,Director,225000,United States Dollar,United States,Medium,2023
Director of Data Science,Full-Time,Executive,Director,175000,United States Dollar,United States,Medium,2023
Data Science Consultant,Full-Time,Senior,Expert,189750,United States Dollar,United States,Medium,2023
Data Science Consultant,Full-Time,Senior,Expert,131100,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,123400,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,82200,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Entry,Junior,40000,British Pound Sterling,United Kingdom,Medium,2023
Data Engineer,Full-Time,Entry,Junior,35000,British Pound Sterling,United Kingdom,Medium,2023
Applied Machine Learning Engineer,Full-Time,Executive,Director,225000,United States Dollar,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,50000,United States Dollar,Nigeria,Small,2023
Data Engineer,Full-Time,Senior,Expert,161800,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,121400,United States Dollar,United States,Medium,2023
