Job Title,Employment Type,Experience Level,Expertise Level,Salary,Salary Currency,Company Location,Company Size,Year
Data Analyst,Part-Time,Entry,Junior,78000,Polish Zloty,India,Large,2023
Data Scientist,Full-Time,Entry,Junior,101400,Brazilian Real,Brazil,Large,2023
Data Science Lead,Full-Time,Senior,Expert,247500,United States Dollar,United States,Medium,2023
Data Science Lead,Full-Time,Senior,Expert,172200,United States Dollar,United States,Medium,2023
Machine Learning Infrastructure Engineer,Full-Time,Senior,Expert,100000,Euro,France,Medium,2023
Machine Learning Infrastructure Engineer,Full-Time,Senior,Expert,70000,Euro,France,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,288000,United States Dollar,United States,Medium,2023
Data Science Lead,Full-Time,Mid,Intermediate,60000,British Pound Sterling,United Kingdom,Medium,2023
Data Science Lead,Full-Time,Mid,Intermediate,50000,British Pound Sterling,United Kingdom,Medium,2023
Data Scientist,Full-Time,Senior,Expert,215050,United States Dollar,United States,Medium,2023
Data Architect,Full-Time,Senior,Expert,198000,United States Dollar,United States,Medium,2023
Data Architect,Full-Time,Senior,Expert,114000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,209300,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,182200,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Entry,Junior,85000,United States Dollar,United States,Medium,2022
Machine Learning Engineer,Full-Time,Mid,Intermediate,40000,British Pound Sterling,United Kingdom,Medium,2023
Research Engineer,Full-Time,Entry,Junior,120000,United States Dollar,United Kingdom,Medium,2023
Research Engineer,Full-Time,Entry,Junior,60000,United States Dollar,United Kingdom,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,147100,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,90700,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,227000,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,108000,United States Dollar,United States,Medium,2023
Data Architect,Full-Time,Senior,Expert,160000,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,52000,Euro,Spain,Medium,2023
Data Analyst,Full-Time,Senior,Expert,48000,Euro,Spain,Medium,2023
Data Analyst,Full-Time,Entry,Junior,60000,United States Dollar,United States,Large,2023
Data Analyst,Full-Time,Entry,Junior,50000,United States Dollar,United States,Large,2023
Data Engineer,Full-Time,Senior,Expert,226700,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,133300,United States Dollar,United States,Medium,2023
Big Data Architect,Full-Time,Senior,Expert,124999,British Pound Sterling,United Kingdom,Large,2023
Data Analyst,Full-Time,Senior,Expert,52500,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,162500,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,165000,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,124000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,63000,United States Dollar,United States,Medium,2023
Research Scientist,Full-Time,Senior,Expert,253750,United States Dollar,Spain,Medium,2023
Research Scientist,Full-Time,Senior,Expert,169200,United States Dollar,Spain,Medium,2023
Data Engineer,Full-Time,Senior,Expert,213580,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,163625,United States Dollar,United States,Medium,2023
Machine Learning Software Engineer,Full-Time,Senior,Expert,375000,United States Dollar,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,95000,Euro,Ireland,Medium,2023
Product Data Analyst,Full-Time,Mid,Intermediate,1350000,Indian Rupee,India,Large,2023
Data Engineer,Full-Time,Executive,Director,210000,United States Dollar,United States,Medium,2023
Data Science Manager,Full-Time,Senior,Expert,231250,United States Dollar,United States,Medium,2023
Data Science Manager,Full-Time,Senior,Expert,138750,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,284310,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,153090,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,125000,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,90000,British Pound Sterling,United Kingdom,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,70000,British Pound Sterling,United Kingdom,Medium,2023
Data Science Lead,Full-Time,Senior,Expert,225900,United States Dollar,United States,Medium,2023
Data Science Lead,Full-Time,Senior,Expert,156400,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,385000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,241871,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,133832,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,192500,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,Intermediate,36000,United States Dollar,Mexico,Small,2023
Machine Learning Engineer,Full-Time,Mid,Intermediate,100000,British Pound Sterling,United Kingdom,Medium,2023
Machine Learning Engineer,Full-Time,Mid,Intermediate,80000,British Pound Sterling,United Kingdom,Medium,2023
Data Scientist,Full-Time,Senior,Expert,216100,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,140800,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,Intermediate,120000,British Pound Sterling,United Kingdom,Medium,2023
Computer Vision Software Engineer,Full-Time,Senior,Expert,50000,Euro,Canada,Large,2023
Data Scientist,Full-Time,Entry,Junior,110000,United States Dollar,United States,Small,2023
Data Engineer,Full-Time,Mid,Intermediate,55000,British Pound Sterling,United Kingdom,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,52000,British Pound Sterling,United Kingdom,Medium,2023
Data Engineer,Full-Time,Executive,Director,284000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Executive,Director,236000,United States Dollar,United States,Medium,2023
Research Scientist,Full-Time,Senior,Expert,248100,United States Dollar,Canada,Medium,2023
Research Scientist,Full-Time,Senior,Expert,145900,United States Dollar,Canada,Medium,2023
Research Engineer,Full-Time,Senior,Expert,155850,United States Dollar,United States,Medium,2023
Research Engineer,Full-Time,Senior,Expert,102544,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,151410,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,115360,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,55000,Euro,Spain,Medium,2023
Director of Data Science,Full-Time,Senior,Expert,170000,Canadian Dollar,Canada,Medium,2023
Azure Data Engineer,Full-Time,Senior,Expert,100000,United States Dollar,Netherlands,Large,2023
Data Scientist,Full-Time,Senior,Expert,185000,United States Dollar,United Kingdom,Medium,2023
Data Scientist,Full-Time,Senior,Expert,120250,United States Dollar,United Kingdom,Medium,2023
Data Engineer,Full-Time,Entry,Junior,25000,Euro,Germany,Large,2023
Data Scientist,Full-Time,Entry,Junior,180000,United States Dollar,United States,Medium,2022
Research Scientist,Full-Time,Mid,Intermediate,85000,United States Dollar,United States,Medium,2023
Research Scientist,Full-Time,Mid,Intermediate,70000,United States Dollar,United States,Medium,2023
BI Developer,Full-Time,Senior,Expert,100000,United States Dollar,United States,Medium,2023
Data Analytics Manager,Full-Time,Executive,Director,155000,United States Dollar,United States,Medium,2023
Data Analytics Manager,Full-Time,Executive,Director,140000,United States Dollar,United States,Medium,2023
ML Engineer,Full-Time,Senior,Expert,220000,United States Dollar,United States,Medium,2023
ML Engineer,Full-Time,Senior,Expert,150000,United States Dollar,United States,Medium,2023
Data Analytics Manager,Full-Time,Senior,Expert,204500,United States Dollar,United States,Medium,2023
Data Analytics Manager,Full-Time,Senior,Expert,138900,United States Dollar,United States,Medium,2023
Research Scientist,Full-Time,Mid,Intermediate,23000,United States Dollar,India,Large,2022
Machine Learning Engineer,Full-Time,Mid,Intermediate,110000,United States Dollar,United States,Large,2023
Data Engineer,Full-Time,Senior,Expert,182750,United States Dollar,United States,Medium,2023
Head of Data Science,Full-Time,Executive,Director,314100,United States Dollar,United States,Medium,2023
Head of Data Science,Full-Time,Executive,Director,195800,United States Dollar,United States,Medium,2023
Applied Scientist,Full-Time,Senior,Expert,180000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,144000,United States Dollar,United States,Medium,2023
BI Developer,Full-Time,Entry,Junior,160000,United States Dollar,United States,Medium,2023
BI Developer,Full-Time,Entry,Junior,100000,United States Dollar,United States,Medium,2023
Data Manager,Full-Time,Senior,Expert,199000,United States Dollar,United States,Medium,2023
Data Manager,Full-Time,Senior,Expert,112000,United States Dollar,United States,Medium,2023
Big Data Engineer,Full-Time,Entry,Junior,130000,United States Dollar,Sweden,Small,2023
Data Engineer,Full-Time,Entry,Junior,160000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Entry,Junior,135000,United States Dollar,United States,Medium,2023
Applied Scientist,Full-Time,Senior,Expert,350000,United States Dollar,United States,Large,2023
Applied Scientist,Full-Time,Senior,Expert,262500,United States Dollar,United States,Large,2023
Machine Learning Engineer,Full-Time,Senior,Expert,276000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,158677,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,103200,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,61200,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,155000,United States Dollar,United States,Large,2022
Marketing Data Engineer,Full-Time,Entry,Junior,90000,Singapore Dollar,Singapore,Large,2021
Data Scientist,Full-Time,Senior,Expert,59000,Euro,Estonia,Large,2023
Data Scientist,Full-Time,Senior,Expert,139000,United States Dollar,United States,Medium,2023
Data Architect,Full-Time,Senior,Expert,174500,United States Dollar,United States,Medium,2023
Data Architect,Full-Time,Senior,Expert,113000,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,87000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,107250,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,300000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,119000,United States Dollar,United States,Medium,2023
Head of Data Science,Full-Time,Mid,Intermediate,5000000,Indian Rupee,India,Large,2023
Data Analyst,Full-Time,Entry,Junior,30000,United States Dollar,United States,Small,2023
Data Science Manager,Full-Time,Mid,Intermediate,220000,United States Dollar,United States,Medium,2023
Data Science Manager,Full-Time,Mid,Intermediate,195000,United States Dollar,United States,Medium,2023
Data Manager,Full-Time,Senior,Expert,168400,United States Dollar,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,200000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,153000,United States Dollar,Canada,Medium,2023
Data Engineer,Full-Time,Senior,Expert,94000,United States Dollar,Canada,Medium,2023
Data Scientist,Full-Time,Entry,Junior,124234,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Entry,Junior,74540,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,109000,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,80000,Euro,France,Large,2022
Machine Learning Engineer,Full-Time,Mid,Intermediate,50000,United States Dollar,Armenia,Small,2023
Data Analyst,Full-Time,Senior,Expert,141290,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,74178,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,107500,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,84000,United States Dollar,United States,Medium,2023
BI Analyst,Full-Time,Senior,Expert,125000,United States Dollar,United States,Medium,2023
BI Analyst,Full-Time,Senior,Expert,110000,United States Dollar,United States,Medium,2023
ML Engineer,Full-Time,Senior,Expert,200000,United States Dollar,United States,Medium,2023
ML Engineer,Full-Time,Senior,Expert,135000,United States Dollar,United States,Medium,2023
Business Data Analyst,Full-Time,Entry,Junior,48000,United States Dollar,United States,Large,2022
AI Developer,Full-Time,Entry,Junior,120000,United States Dollar,Bosnia and Herzegovina,Small,2023
Data Engineer,Full-Time,Mid,Intermediate,150000,United States Dollar,United States,Medium,2023
Computer Vision Engineer,Full-Time,Senior,Expert,200000,United States Dollar,United States,Small,2023
Applied Data Scientist,Full-Time,Mid,Intermediate,80000,United States Dollar,Kenya,Small,2023
Data Analytics Lead,Full-Time,Mid,Intermediate,1440000,Indian Rupee,Singapore,Medium,2023
Data Scientist,Full-Time,Senior,Expert,257000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,72000,Euro,Latvia,Medium,2023
Data Scientist,Full-Time,Senior,Expert,36000,Euro,Latvia,Medium,2023
BI Developer,Full-Time,Senior,Expert,140000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,50000,Euro,Romania,Large,2023
Data Analyst,Full-Time,Senior,Expert,38000,Euro,Spain,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,183310,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,102500,United States Dollar,United States,Medium,2023
Data Science Consultant,Full-Time,Senior,Expert,122000,United States Dollar,United States,Medium,2023
Data Science Consultant,Full-Time,Senior,Expert,94000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,840000,Thai Baht,Thailand,Large,2023
Computer Vision Engineer,Full-Time,Mid,Intermediate,1250000,Indian Rupee,India,Medium,2022
Data Science Consultant,Full-Time,Senior,Expert,145000,United States Dollar,United States,Medium,2023
Data Science Consultant,Full-Time,Senior,Expert,128000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,182000,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,72000,Euro,Latvia,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,36000,Euro,Latvia,Medium,2023
Data Scientist,Full-Time,Executive,Director,300000,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,135000,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,105500,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,110000,United States Dollar,United States,Large,2022
Data Scientist,Full-Time,Senior,Expert,153400,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,122700,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,Intermediate,145000,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,Intermediate,87000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Entry,Junior,50000,United States Dollar,United States,Medium,2023
ML Engineer,Full-Time,Senior,Expert,234100,United States Dollar,United States,Medium,2023
ML Engineer,Full-Time,Senior,Expert,203500,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,223800,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,172100,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,232200,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,167200,United States Dollar,United States,Medium,2023
BI Developer,Full-Time,Senior,Expert,197000,United States Dollar,United States,Medium,2023
BI Developer,Full-Time,Senior,Expert,106000,United States Dollar,United States,Medium,2023
Research Scientist,Full-Time,Senior,Expert,180000,United States Dollar,United States,Medium,2023
Research Scientist,Full-Time,Senior,Expert,145000,United States Dollar,United States,Medium,2023
Data Lead,Full-Time,Senior,Expert,225000,United States Dollar,United States,Medium,2023
Data Lead,Full-Time,Senior,Expert,200000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,114000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,291500,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Executive,Director,196200,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Executive,Director,150900,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,95000,United States Dollar,Spain,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,80000,United States Dollar,Spain,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,116000,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,72000,United States Dollar,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,207000,United States Dollar,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,167000,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,135000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,105000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,96100,United States Dollar,United States,Medium,2023
Data Science Engineer,Full-Time,Senior,Expert,140000,United States Dollar,United States,Medium,2023
Data Science Engineer,Full-Time,Senior,Expert,100000,United States Dollar,United States,Medium,2023
Research Scientist,Full-Time,Senior,Expert,120000,United States Dollar,United States,Medium,2023
Cloud Database Engineer,Full-Time,Senior,Expert,140000,United States Dollar,United States,Medium,2023
Cloud Database Engineer,Full-Time,Senior,Expert,115000,United States Dollar,United States,Medium,2023
Data Science Manager,Full-Time,Senior,Expert,297300,United States Dollar,United States,Medium,2023
Data Science Manager,Full-Time,Senior,Expert,198200,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,Intermediate,219000,United States Dollar,United States,Large,2023
Data Engineer,Full-Time,Senior,Expert,110000,United States Dollar,United States,Medium,2023
Applied Scientist,Full-Time,Senior,Expert,126100,United States Dollar,United States,Large,2023
Applied Scientist,Full-Time,Senior,Expert,72000,United States Dollar,United States,Large,2023
Data Analyst,Full-Time,Senior,Expert,240500,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,137500,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,187500,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,165000,United States Dollar,United States,Medium,2023
Machine Learning Research Engineer,Full-Time,Mid,Intermediate,60000,British Pound Sterling,United Kingdom,Large,2023
Data Analyst,Part-Time,Entry,Junior,24000,Euro,United States,Large,2022
Research Scientist,Full-Time,Senior,Expert,165750,United States Dollar,United States,Medium,2023
Machine Learning Scientist,Full-Time,Senior,Expert,225000,United States Dollar,United States,Medium,2023
Machine Learning Scientist,Full-Time,Senior,Expert,165750,United States Dollar,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,Intermediate,89700,British Pound Sterling,United Kingdom,Medium,2023
Machine Learning Engineer,Full-Time,Mid,Intermediate,55250,British Pound Sterling,United Kingdom,Medium,2023
NLP Engineer,Full-Time,Senior,Expert,275000,United States Dollar,United States,Medium,2023
NLP Engineer,Full-Time,Senior,Expert,175000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,175308,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,100706,United States Dollar,United States,Medium,2023
NLP Engineer,Full-Time,Senior,Expert,235000,United States Dollar,United States,Medium,2023
NLP Engineer,Full-Time,Senior,Expert,135000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,310000,United States Dollar,United States,Medium,2023
ML Engineer,Full-Time,Senior,Expert,289076,United States Dollar,United States,Medium,2023
ML Engineer,Full-Time,Senior,Expert,202353,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,65000,Euro,Portugal,Medium,2023
Data Engineer,Full-Time,Senior,Expert,35000,Euro,Portugal,Medium,2023
Research Engineer,Full-Time,Mid,Intermediate,120000,United States Dollar,United States,Medium,2023
Research Engineer,Full-Time,Mid,Intermediate,100000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,4000000,Indian Rupee,India,Large,2021
Business Data Analyst,Full-Time,Mid,Intermediate,1440000,Indian Rupee,India,Large,2022
Data Engineer,Full-Time,Senior,Expert,231250,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,138750,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,199000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Entry,Junior,100000,United States Dollar,United States,Medium,2022
Deep Learning Engineer,Full-Time,Entry,Junior,150000,United States Dollar,United States,Medium,2023
Deep Learning Engineer,Full-Time,Entry,Junior,120000,United States Dollar,United States,Medium,2023
Research Engineer,Full-Time,Senior,Expert,150000,United States Dollar,United States,Medium,2023
Research Engineer,Full-Time,Senior,Expert,100000,United States Dollar,United States,Medium,2023
Data Analytics Manager,Full-Time,Senior,Expert,133000,United States Dollar,Netherlands,Large,2022
Data Scientist,Full-Time,Senior,Expert,272550,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,187500,United States Dollar,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,64000,United States Dollar,United States,Medium,2023
Computer Vision Engineer,Full-Time,Senior,Expert,235000,United States Dollar,United States,Medium,2023
Computer Vision Engineer,Full-Time,Senior,Expert,185000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,143100,United States Dollar,Canada,Medium,2023
Data Scientist,Full-Time,Senior,Expert,113000,United States Dollar,Canada,Medium,2023
Applied Scientist,Full-Time,Senior,Expert,142000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,180560,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,115440,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,110000,United States Dollar,Canada,Medium,2023
Machine Learning Engineer,Full-Time,Mid,Intermediate,62000,British Pound Sterling,United Kingdom,Medium,2023
Machine Learning Engineer,Full-Time,Mid,Intermediate,52000,British Pound Sterling,United Kingdom,Medium,2023
Machine Learning Engineer,Full-Time,Mid,Intermediate,48000,British Pound Sterling,United Kingdom,Medium,2023
Machine Learning Engineer,Full-Time,Mid,Intermediate,38000,British Pound Sterling,United Kingdom,Medium,2023
Data Architect,Full-Time,Senior,Expert,110000,United States Dollar,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,236000,United States Dollar,United States,Medium,2023
Data Scientist,Full-Time,Entry,Junior,130000,United States Dollar,United States,Medium,2022
Manager Data Management,Full-Time,Senior,Expert,125000,United States Dollar,United States,Large,2022
Data Engineer,Full-Time,Senior,Expert,175000,United States Dollar,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,155000,United States Dollar,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,153600,United States Dollar,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,106800,United States Dollar,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,150000,United States Dollar,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,140000,United States Dollar,United States,Medium,2022
Data Science Consultant,Full-Time,Senior,Expert,122000,United States Dollar,United States,Medium,2022
Data Science Consultant,Full-Time,Senior,Expert,94500,United States Dollar,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,170000,United States Dollar,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,130000,United States Dollar,United States,Medium,2022
Data Science Consultant,Full-Time,Senior,Expert,145000,United States Dollar,United States,Medium,2022
Data Science Consultant,Full-Time,Senior,Expert,128000,United States Dollar,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,145000,United States Dollar,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,100000,United States Dollar,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,120000,United States Dollar,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,115000,United States Dollar,United States,Medium,2022
Applied Machine Learning Scientist,Full-Time,Senior,Expert,150000,United States Dollar,United States,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,150000,United States Dollar,United States,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,100000,United States Dollar,United States,Medium,2022
Data Scientist,Full-Time,Mid,Intermediate,150000,United States Dollar,United States,Medium,2022
Data Scientist,Full-Time,Mid,Intermediate,127500,United States Dollar,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,126500,United States Dollar,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,51000,United States Dollar,United States,Medium,2022
Data Engineer,Full-Time,Mid,Intermediate,260000,United States Dollar,United States,Medium,2022
Data Engineer,Full-Time,Mid,Intermediate,175000,United States Dollar,United States,Medium,2022
Applied Data Scientist,Full-Time,Entry,Junior,40000,United States Dollar,Pakistan,Medium,2022
AI Programmer,Full-Time,Entry,Junior,40000,United States Dollar,Australia,Medium,2022
Data Engineer,Full-Time,Senior,Expert,250000,United States Dollar,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,63000,United States Dollar,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,Expert,210000,United States Dollar,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,Expert,160000,United States Dollar,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,272550,United States Dollar,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,198200,United States Dollar,United States,Medium,2022
Data Scientist,Full-Time,Mid,Intermediate,90000,Euro,France,Medium,2022
Data Scientist,Full-Time,Mid,Intermediate,50000,Euro,France,Medium,2022
Data Scientist,Full-Time,Senior,Expert,220000,United States Dollar,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,146000,United States Dollar,United States,Medium,2022
Machine Learning Software Engineer,Full-Time,Senior,Expert,248400,United States Dollar,Canada,Medium,2022
Machine Learning Software Engineer,Full-Time,Senior,Expert,183600,United States Dollar,Canada,Medium,2022
Data Engineer,Full-Time,Mid,Intermediate,150000,United States Dollar,United States,Medium,2022
Machine Learning Developer,Full-Time,Entry,Junior,40000,United States Dollar,Australia,Medium,2022
Lead Data Scientist,Full-Time,Senior,Expert,4460000,Indian Rupee,India,Large,2022
Data Engineer,Full-Time,Mid,Intermediate,120000,United States Dollar,United States,Medium,2022
Data Engineer,Full-Time,Mid,Intermediate,95000,United States Dollar,United States,Medium,2022
Data Engineer,Full-Time,Entry,Junior,160000,United States Dollar,United States,Medium,2022
Data Engineer,Full-Time,Entry,Junior,135000,United States Dollar,United States,Medium,2022
Data Science Consultant,Full-Time,Entry,Junior,23000,Euro,Italy,Medium,2022
Data Engineer,Full-Time,Senior,Expert,216000,United States Dollar,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,144000,United States Dollar,United States,Medium,2022
Data Engineer,Full-Time,Entry,Junior,85000,United States Dollar,United States,Medium,2022
Data Engineer,Full-Time,Entry,Junior,65000,United States Dollar,United States,Medium,2022
Data Analyst,Full-Time,Senior,Expert,149000,United States Dollar,United States,Medium,2022
Data Analyst,Full-Time,Senior,Expert,119000,United States Dollar,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,120000,United States Dollar,United States,Medium,2022
Data Scientist,Full-Time,Mid,Intermediate,110000,United States Dollar,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,Expert,246000,United States Dollar,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,Expert,201000,United States Dollar,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,190000,United States Dollar,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,155000,United States Dollar,United States,Medium,2022
ML Engineer,Full-Time,Senior,Expert,235000,United States Dollar,United States,Medium,2022
ML Engineer,Full-Time,Senior,Expert,185000,United States Dollar,United States,Medium,2022
Cloud Database Engineer,Full-Time,Senior,Expert,190000,United States Dollar,United States,Medium,2022
Cloud Database Engineer,Full-Time,Senior,Expert,160000,United States Dollar,United States,Medium,2022
Product Data Analyst,Full-Time,Entry,Junior,100000,United States Dollar,United States,Medium,2022
